Date physique,Entrepôt,kind,Quantité
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0517,sale,875.0
2024-07-01,DP0517,purchase,1312.5
2024-07-01,DP0517,purchase,1312.5
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0517,purchase,500.0
2024-07-01,DP0517,purchase,337.5
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0517,purchase,25.0
2024-07-01,DP0517,purchase,1312.5
2024-07-01,DP0517,purchase,875.0
2024-07-01,DP0517,purchase,1312.5
2024-07-01,DP0517,sale,875.0
2024-07-01,DP0517,sale,25.0
2024-07-01,DP0517,sale,2162.5
2024-07-01,DP0117,purchase,3500.0
2024-07-01,DP0117,purchase,3500.0
2024-07-01,DP0117,purchase,1750.0
2024-07-01,DP0517,purchase,2187.5
2024-07-01,DP0517,transfer_in,10500.0
2024-07-01,DP0117,purchase,2625.0
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,purchase,500.0
2024-07-01,DP0517,purchase,337.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,purchase,25.0
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0517,sale,500.0
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0117,purchase,2625.0
2024-07-01,DP0117,purchase,2625.0
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0117,purchase,2187.5
2024-07-01,DP0517,sale,337.5
2024-07-01,DP0517,sale,975.0
2024-07-01,DP0517,sale,500.0
2024-07-01,DP0517,sale,1687.5
2024-07-01,DP0517,sale,3062.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0117,purchase,1750.0
2024-07-01,DP0117,sale,1312.5
2024-07-01,DP0117,sale,1750.0
2024-07-01,DP0117,sale,3500.0
2024-07-01,DP0117,sale,3500.0
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,transfer_out,3500.0
2024-07-01,DP0117,transfer_out,10500.0
2024-07-01,DP0117,sale,2625.0
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0517,sale,3062.5
2024-07-01,DP0117,sale,2625.0
2024-07-01,DP0117,sale,25.0
2024-07-01,DP0117,sale,2600.0
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0117,sale,1750.0
2024-07-01,DP0117,sale,875.0
2024-07-01,DP0517,sale,337.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0117,sale,1750.0
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0117,sale,1750.0
2024-07-01,DP0117,sale,3500.0
2024-07-01,DP0117,sale,3500.0
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,purchase,25.0
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0117,sale,2187.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0517,sale,2187.5
2024-07-01,DP0117,purchase,875.0
2024-07-01,DP0517,sale,875.0
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0517,sale,875.0
2024-07-01,DP0517,sale,1312.5
2024-07-01,DP0117,sale,2625.0
2024-07-01,DP0117,sale,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0117,sale,2625.0
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0117,purchase,75.0
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,2625.0
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,2187.5
2024-07-02,DP0117,purchase,1250.0
2024-07-02,DP0117,purchase,37.5
2024-07-02,DP0117,purchase,1312.5
2024-07-02,DP0117,purchase,6250.0
2024-07-02,DP0117,purchase,3500.0
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0117,sale,75.0
2024-07-02,DP0117,sale,37.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0117,purchase,12500.0
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,sale,1750.0
2024-07-02,DP0517,sale,2175.0
2024-07-02,DP0517,sale,12.5
2024-07-02,DP0517,sale,1312.5
2024-07-02,DP0517,purchase,12.5
2024-07-02,DP0517,sale,12.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,purchase,12.5
2024-07-02,DP0117,purchase,37.5
2024-07-02,DP0117,sale,3500.0
2024-07-02,DP0117,sale,6250.0
2024-07-02,DP0117,purchase,75.0
2024-07-02,DP0117,sale,1312.5
2024-07-02,DP0117,sale,12500.0
2024-07-02,DP0117,sale,1250.0
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP1602,sale,1162.5
2024-07-02,DP0517,transfer_out,1312.5
2024-07-02,DP1602,sale,2187.5
2024-07-02,DP1602,purchase,1162.5
2024-07-02,DP1602,purchase,2187.5
2024-07-02,DP0117,purchase,33687.5
2024-07-02,DP0517,purchase,1312.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,purchase,1750.0
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP1602,purchase,1162.5
2024-07-02,DP1602,sale,1162.5
2024-07-02,DP1602,sale,1025.0
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2175.0
2024-07-02,DP0517,sale,12.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,purchase,2187.5
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-02,DP0517,sale,1312.5
2024-07-02,DP0517,purchase,31500.0
2024-07-02,DP0117,transfer_in,1312.5
2024-07-02,DP0117,sale,2150.0
2024-07-02,DP0517,sale,1750.0
2024-07-02,DP0117,sale,2625.0
2024-07-02,DP0117,sale,37.5
2024-07-02,DP0117,sale,3500.0
2024-07-02,DP0117,sale,6250.0
2024-07-02,DP0117,sale,12500.0
2024-07-02,DP0117,sale,1312.5
2024-07-02,DP0117,sale,1250.0
2024-07-02,DP0117,sale,2187.5
2024-07-02,DP0517,sale,2187.5
2024-07-03,DP0117,sale,1750.0
2024-07-03,DP1602,sale,875.0
2024-07-03,DP0117,sale,1312.5
2024-07-03,DP1602,sale,1312.5
2024-07-03,DP0117,purchase,650.0
2024-07-03,DP0117,purchase,50.0
2024-07-03,DP0117,purchase,425.0
2024-07-03,DP0117,purchase,437.5
2024-07-03,DP0117,sale,1750.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2187.5
2024-07-03,DP0517,sale,3062.5
2024-07-03,DP0117,purchase,650.0
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP1602,purchase,1312.5
2024-07-03,DP1602,sale,2187.5
2024-07-03,DP1602,purchase,1312.5
2024-07-03,DP1602,purchase,2187.5
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,purchase,45500.0
2024-07-03,DP0117,transfer_in,875.0
2024-07-03,DP0517,purchase,1312.5
2024-07-03,DP0517,purchase,1312.5
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0517,purchase,3062.5
2024-07-03,DP0517,purchase,2187.5
2024-07-03,DP0517,purchase,2625.0
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0117,transfer_out,3500.0
2024-07-03,DP0117,sale,425.0
2024-07-03,DP0117,sale,1762.5
2024-07-03,DP0517,sale,1312.5
2024-07-03,DP0117,sale,2625.0
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,2187.5
2024-07-03,DP0117,sale,437.5
2024-07-03,DP0117,sale,1750.0
2024-07-03,DP0517,sale,1312.5
2024-07-03,DP0517,purchase,31500.0
2024-07-03,DP0117,purchase,2187.5
2024-07-03,DP0117,purchase,2187.5
2024-07-03,DP0117,purchase,2187.5
2024-07-03,DP0117,purchase,2187.5
2024-07-03,DP0117,purchase,2625.0
2024-07-03,DP0117,purchase,2187.5
2024-07-03,DP0117,purchase,1750.0
2024-07-03,DP0117,purchase,1750.0
2024-07-03,DP0117,purchase,1312.5
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,purchase,12.5
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2187.5
2024-07-03,DP0517,sale,3062.5
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0517,purchase,12.5
2024-07-03,DP0517,sale,1312.5
2024-07-03,DP0517,sale,1312.5
2024-07-03,DP0517,sale,2625.0
2024-07-03,DP0117,purchase,425.0
2024-07-03,DP0117,purchase,437.5
2024-07-03,DP0117,purchase,50.0
2024-07-03,DP0117,sale,650.0
2024-07-03,DP0117,sale,662.5
2024-07-03,DP0117,sale,650.0
2024-07-03,DP0117,sale,1750.0
2024-07-03,DP0117,sale,1750.0
2024-07-03,DP0517,sale,12.5
2024-07-03,DP0117,sale,425.0
2024-07-03,DP0117,sale,437.5
2024-07-03,DP0117,sale,50.0
2024-07-03,DP1602,sale,1312.5
2024-07-04,DP0517,purchase,2625.0
2024-07-04,DP0517,purchase,2625.0
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,purchase,1312.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,437.5
2024-07-04,DP0117,sale,14375.0
2024-07-04,DP0117,sale,12500.0
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,1312.5
2024-07-04,DP0117,sale,1750.0
2024-07-04,DP0117,sale,1750.0
2024-07-04,DP0117,sale,375.0
2024-07-04,DP0117,sale,937.5
2024-07-04,DP0117,sale,12500.0
2024-07-04,DP0117,purchase,437.5
2024-07-04,DP0117,purchase,937.5
2024-07-04,DP0117,purchase,35000.0
2024-07-04,DP0117,sale,3500.0
2024-07-04,DP0517,purchase,1312.5
2024-07-04,DP0517,sale,262.5
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,purchase,1312.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,5250.0
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,437.5
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,sale,1312.5
2024-07-04,DP0517,sale,1312.5
2024-07-04,DP0517,sale,1312.5
2024-07-04,DP0517,purchase,262.5
2024-07-04,DP0517,purchase,287.5
2024-07-04,DP0517,purchase,2625.0
2024-07-04,DP0517,purchase,437.5
2024-07-04,DP0517,sale,287.5
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0117,purchase,437.5
2024-07-04,DP0517,purchase,5250.0
2024-07-04,DP0517,sale,287.5
2024-07-04,DP0517,sale,1900.0
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP1602,sale,1312.5
2024-07-04,DP1602,sale,875.0
2024-07-04,DP1602,purchase,875.0
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,purchase,21000.0
2024-07-04,DP0117,sale,1750.0
2024-07-04,DP0117,sale,1750.0
2024-07-04,DP0117,sale,3500.0
2024-07-04,DP0117,sale,1312.5
2024-07-04,DP0117,sale,2625.0
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,sale,1312.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0517,sale,1312.5
2024-07-04,DP0517,sale,1312.5
2024-07-04,DP0517,purchase,262.5
2024-07-04,DP0517,purchase,437.5
2024-07-04,DP0517,purchase,2625.0
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,purchase,287.5
2024-07-04,DP0517,sale,1050.0
2024-07-04,DP0517,sale,2625.0
2024-07-04,DP0517,sale,437.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,2187.5
2024-07-04,DP0517,sale,262.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0517,sale,10500.0
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP1602,sale,2187.5
2024-07-04,DP1602,purchase,875.0
2024-07-04,DP1602,purchase,2187.5
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0117,sale,2187.5
2024-07-04,DP0117,purchase,2187.5
2024-07-04,DP0117,purchase,2187.5
2024-07-04,DP0117,purchase,2187.5
2024-07-04,DP0117,purchase,2187.5
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0117,purchase,2625.0
2024-07-04,DP0117,purchase,1312.5
2024-07-04,DP0117,purchase,3500.0
2024-07-04,DP0117,purchase,2187.5
2024-07-04,DP0517,purchase,2187.5
2024-07-04,DP0117,purchase,937.5
2024-07-04,DP1602,sale,875.0
2024-07-04,DP0117,purchase,1750.0
2024-07-04,DP0117,purchase,1750.0
2024-07-04,DP0117,purchase,1312.5
2024-07-04,DP0117,sale,937.5
2024-07-04,DP0117,sale,437.5
2024-07-05,DP0517,purchase,1250.0
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0517,sale,1312.5
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0517,purchase,475.0
2024-07-05,DP0517,purchase,1037.5
2024-07-05,DP0517,purchase,1287.5
2024-07-05,DP0517,transfer_in,10500.0
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0517,purchase,250.0
2024-07-05,DP0517,purchase,437.5
2024-07-05,DP0517,sale,1750.0
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0517,purchase,300.0
2024-07-05,DP0117,purchase,1700.0
2024-07-05,DP0117,purchase,54250.0
2024-07-05,DP0117,sale,2187.5
2024-07-05,DP0117,sale,875.0
2024-07-05,DP0117,sale,1312.5
2024-07-05,DP0117,sale,1837.5
2024-07-05,DP1602,purchase,1737.5
2024-07-05,DP1602,sale,450.0
2024-07-05,DP1602,sale,1737.5
2024-07-05,DP0117,sale,2187.5
2024-07-05,DP0117,sale,2187.5
2024-07-05,DP0117,sale,487.5
2024-07-05,DP0117,sale,1700.0
2024-07-05,DP0117,purchase,350.0
2024-07-05,DP0117,purchase,875.0
2024-07-05,DP0117,transfer_out,10500.0
2024-07-05,DP0117,transfer_in,237.5
2024-07-05,DP0517,sale,2187.5
2024-07-05,DP0117,sale,350.0
2024-07-05,DP0517,sale,2187.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,transfer_in,10500.0
2024-07-06,DP0517,sale,875.0
2024-07-06,DP0517,sale,875.0
2024-07-06,DP0517,sale,875.0
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0117,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP0517,sale,1312.5
2024-07-06,DP1602,sale,125.0
2024-07-06,DP1602,sale,2062.5
2024-07-06,DP1602,purchase,2062.5
2024-07-06,DP0117,sale,2187.5
2024-07-06,DP0117,sale,2187.5
2024-07-06,DP0117,sale,2187.5
2024-07-06,DP0117,sale,2187.5
2024-07-06,DP0117,sale,2187.5
2024-07-06,DP0117,sale,2625.0
2024-07-06,DP0117,sale,1812.5
2024-07-06,DP0117,sale,1250.0
2024-07-06,DP0117,transfer_out,10500.0
2024-07-06,DP0117,transfer_out,10500.0
2024-07-06,DP0117,sale,1312.5
2024-07-06,DP0517,sale,875.0
2024-07-06,DP0517,transfer_in,10500.0
2024-07-06,DP0117,sale,1312.5
2024-07-08,DP1602,sale,1312.5
2024-07-08,DP0517,sale,1312.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0117,purchase,21437.5
2024-07-08,DP0117,sale,1312.5
2024-07-08,DP0117,sale,1312.5
2024-07-08,DP0117,sale,1312.5
2024-07-08,DP0117,sale,1750.0
2024-07-08,DP0517,purchase,31500.0
2024-07-08,DP0117,sale,1750.0
2024-07-08,DP0117,sale,1312.5
2024-07-08,DP0117,sale,1750.0
2024-07-08,DP0117,sale,1787.5
2024-07-08,DP0117,sale,400.0
2024-07-08,DP0117,sale,875.0
2024-07-08,DP0117,sale,875.0
2024-07-08,DP0117,sale,875.0
2024-07-08,DP0117,sale,437.5
2024-07-08,DP0117,sale,1312.5
2024-07-08,DP0117,purchase,400.0
2024-07-08,DP0117,purchase,437.5
2024-07-08,DP1602,sale,1312.5
2024-07-08,DP0117,purchase,875.0
2024-07-08,DP0117,purchase,1312.5
2024-07-08,DP0117,sale,1750.0
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,687.5
2024-07-08,DP0117,sale,1750.0
2024-07-08,DP0517,purchase,687.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,1500.0
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,2187.5
2024-07-08,DP0517,sale,1750.0
2024-07-09,DP0117,purchase,3500.0
2024-07-09,DP1602,purchase,1312.5
2024-07-09,DP1602,sale,875.0
2024-07-09,DP1602,sale,1312.5
2024-07-09,DP0517,purchase,650.0
2024-07-09,DP0517,purchase,250.0
2024-07-09,DP0117,sale,2187.5
2024-07-09,DP0117,sale,2187.5
2024-07-09,DP0117,sale,2187.5
2024-07-09,DP0117,sale,2187.5
2024-07-09,DP0117,sale,1750.0
2024-07-09,DP1602,purchase,875.0
2024-07-09,DP0117,transfer_in,162.5
2024-07-09,DP0117,sale,1312.5
2024-07-09,DP0117,sale,1312.5
2024-07-09,DP0117,purchase,437.5
2024-07-09,DP0117,sale,1312.5
2024-07-09,DP0117,purchase,42000.0
2024-07-09,DP0117,sale,2187.5
2024-07-09,DP0117,sale,437.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,12.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,1737.5
2024-07-09,DP0517,sale,12.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,1750.0
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,purchase,31500.0
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,1537.5
2024-07-09,DP0517,sale,650.0
2024-07-09,DP0517,purchase,12.5
2024-07-09,DP0517,sale,625.0
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,2187.5
2024-07-09,DP0517,sale,250.0
2024-07-09,DP0117,sale,10500.0
2024-07-09,DP0517,sale,2625.0
2024-07-10,DP1602,purchase,875.0
2024-07-10,DP1602,sale,1312.5
2024-07-10,DP1602,sale,875.0
2024-07-10,DP0517,sale,2625.0
2024-07-10,DP0117,sale,2625.0
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0117,sale,2187.5
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0517,purchase,31500.0
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0517,purchase,2187.5
2024-07-10,DP0117,sale,2625.0
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0117,purchase,13125.0
2024-07-10,DP0117,purchase,28000.0
2024-07-10,DP0117,transfer_in,125.0
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0117,sale,2187.5
2024-07-10,DP0517,sale,1312.5
2024-07-10,DP0117,sale,2187.5
2024-07-10,DP0117,sale,2625.0
2024-07-10,DP0117,sale,1312.5
2024-07-10,DP0117,sale,1812.5
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0117,sale,1250.0
2024-07-10,DP0117,transfer_in,875.0
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0517,sale,2187.5
2024-07-10,DP0117,purchase,12250.0
2024-07-10,DP0117,sale,1750.0
2024-07-10,DP0117,sale,14375.0
2024-07-11,DP0117,purchase,10500.0
2024-07-11,DP0117,sale,16250.0
2024-07-11,DP0117,sale,437.5
2024-07-11,DP0117,sale,1750.0
2024-07-11,DP0117,sale,1750.0
2024-07-11,DP0117,transfer_in,25.0
2024-07-11,DP0117,purchase,25.0
2024-07-11,DP0117,sale,10500.0
2024-07-11,DP0117,sale,875.0
2024-07-11,DP0117,transfer_out,3500.0
2024-07-11,DP0117,transfer_out,3500.0
2024-07-11,DP0117,transfer_out,3500.0
2024-07-11,DP0117,transfer_out,10500.0
2024-07-11,DP0117,sale,2187.5
2024-07-11,DP0117,sale,2187.5
2024-07-11,DP0117,sale,2187.5
2024-07-11,DP0117,sale,25.0
2024-07-11,DP0117,sale,2162.5
2024-07-11,DP0117,purchase,35000.0
2024-07-11,DP0117,sale,1812.5
2024-07-11,DP0117,sale,1250.0
2024-07-11,DP0117,sale,2187.5
2024-07-11,DP0117,transfer_out,3062.5
2024-07-11,DP0117,transfer_in,875.0
2024-07-11,DP0117,sale,2187.5
2024-07-11,DP0517,sale,1300.0
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP0517,sale,12.5
2024-07-11,DP0517,sale,2062.5
2024-07-11,DP0517,sale,125.0
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP0517,transfer_in,3062.5
2024-07-11,DP0517,sale,3062.5
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP1602,sale,875.0
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP1602,sale,1312.5
2024-07-11,DP0517,sale,2187.5
2024-07-11,DP0517,sale,1312.5
2024-07-11,DP0517,sale,875.0
2024-07-11,DP0517,purchase,125.0
2024-07-11,DP0517,transfer_in,3500.0
2024-07-11,DP0517,purchase,12.5
2024-07-11,DP0517,transfer_in,3500.0
2024-07-11,DP1602,purchase,1312.5
2024-07-11,DP0117,sale,1312.5
2024-07-11,DP0517,purchase,31500.0
2024-07-12,DP0517,sale,2187.5
2024-07-12,DP0517,sale,1400.0
2024-07-12,DP0517,sale,787.5
2024-07-12,DP0517,sale,2187.5
2024-07-12,DP0517,sale,2187.5
2024-07-12,DP0517,sale,1750.0
2024-07-12,DP0517,sale,1400.0
2024-07-12,DP0517,sale,2175.0
2024-07-12,DP0517,sale,437.5
2024-07-12,DP0517,sale,787.5
2024-07-12,DP0517,sale,12.5
2024-07-12,DP0117,purchase,62.5
2024-07-12,DP0117,purchase,437.5
2024-07-12,DP0117,sale,2625.0
2024-07-12,DP0117,sale,2187.5
2024-07-12,DP0117,sale,2187.5
2024-07-12,DP0117,sale,1562.5
2024-07-12,DP0117,sale,625.0
2024-07-12,DP0117,sale,2187.5
2024-07-12,DP0117,sale,1750.0
2024-07-12,DP0117,sale,437.5
2024-07-12,DP0117,purchase,625.0
2024-07-12,DP0517,sale,2187.5
2024-07-12,DP0517,sale,2187.5
2024-07-12,DP0117,purchase,20125.0
2024-07-12,DP0517,purchase,437.5
2024-07-12,DP0517,purchase,31500.0
2024-07-12,DP1602,purchase,1312.5
2024-07-12,DP0517,sale,1750.0
2024-07-12,DP1602,sale,875.0
2024-07-12,DP1602,sale,1312.5
2024-07-12,DP0517,purchase,787.5
2024-07-12,DP0517,purchase,12.5
2024-07-12,DP0517,purchase,787.5
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP1602,sale,437.5
2024-07-13,DP0117,transfer_out,3500.0
2024-07-13,DP0117,sale,16250.0
2024-07-13,DP1602,purchase,1750.0
2024-07-13,DP0517,purchase,387.5
2024-07-13,DP0117,sale,437.5
2024-07-13,DP0117,purchase,437.5
2024-07-13,DP0117,sale,1750.0
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP0117,sale,1312.5
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP0517,purchase,325.0
2024-07-13,DP0117,sale,2187.5
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP0517,sale,2187.5
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP0517,sale,2187.5
2024-07-13,DP0517,sale,2187.5
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP1602,sale,1750.0
2024-07-13,DP0517,sale,2625.0
2024-07-13,DP0517,sale,987.5
2024-07-13,DP0117,purchase,10500.0
2024-07-13,DP0517,sale,2187.5
2024-07-13,DP0517,sale,1312.5
2024-07-13,DP0517,sale,387.5
2024-07-13,DP0517,sale,925.0
2024-07-13,DP0517,sale,325.0
2024-07-14,DP1602,sale,1312.5
2024-07-14,DP1602,sale,1312.5
2024-07-15,DP0117,sale,1250.0
2024-07-15,DP0117,sale,2187.5
2024-07-15,DP0117,purchase,17062.5
2024-07-15,DP0117,sale,1312.5
