Date physique,Entrepôt,Quantité
2025-01-07,DP1602,7875.0
2025-01-08,DP0117,21875.0
2025-01-08,DP0517,14000.0
2025-01-08,DP1602,2187.5
2025-01-09,DP0117,52687.5
2025-01-09,DP0517,35012.5
2025-01-09,DP1602,2187.5
2025-01-10,DP0117,30187.5
2025-01-10,DP0517,12687.5
2025-01-10,DP1602,1750.0
2025-01-11,DP0117,45750.0
2025-01-11,DP0517,21000.0
2025-01-13,DP0117,16625.0
2025-01-13,DP0517,22312.5
2025-01-13,DP1602,2625.0
2025-01-14,DP0117,24500.0
2025-01-14,DP0517,21000.0
2025-01-14,DP1602,2187.5
2025-01-15,DP0117,34500.0
2025-01-15,DP0517,28000.0
2025-01-15,DP1602,4812.5
2025-01-16,DP0117,54062.5
2025-01-16,DP0517,24937.5
2025-01-16,DP1602,2187.5
2025-01-17,DP0117,40687.5
2025-01-17,DP0517,25375.0
2025-01-17,DP1602,1750.0
2025-01-18,DP0117,27575.0
2025-01-18,DP0517,10500.0
2025-01-18,DP1602,1750.0
2025-01-19,DP1602,3500.0
2025-01-20,DP0117,15312.5
2025-01-20,DP0517,21000.0
2025-01-20,DP1602,5250.0
2025-01-21,DP0117,47375.0
2025-01-21,DP0517,31500.0
2025-01-21,DP1602,2187.5
2025-01-22,DP0117,32812.5
2025-01-22,DP0517,17500.0
2025-01-22,DP1602,1312.5
2025-01-23,DP0117,43500.0
2025-01-23,DP0517,37625.0
2025-01-23,DP1602,2187.5
2025-01-24,DP0117,43312.5
2025-01-24,DP0517,10500.0
2025-01-24,DP1602,15312.5
2025-01-25,DP0117,50125.0
2025-01-25,DP0517,27562.5
2025-01-25,DP1602,2187.5
2025-01-27,DP0117,56687.5
2025-01-27,DP0517,29750.0
2025-01-27,DP1602,2625.0
2025-01-28,DP1602,4812.5
2025-01-29,DP0117,11812.5
2025-01-29,DP0517,21000.0
2025-01-29,DP1602,2187.5
2025-01-30,DP0117,17500.0
2025-01-30,DP0517,38500.0
2025-01-30,DP1602,2187.5
2025-01-31,DP0117,285875.0
2025-01-31,DP0517,156187.5
2025-01-31,DP1602,7437.5
2025-02-01,DP0117,55637.5
2025-02-01,DP0517,41175.0
2025-02-01,DP1602,24112.5
2025-02-03,DP0117,42000.0
2025-02-03,DP0517,43837.5
2025-02-03,DP1602,11550.0
2025-02-04,DP0117,60775.0
2025-02-04,DP0517,84050.0
2025-02-04,DP1602,11350.0
2025-02-05,DP0117,69887.5
2025-02-05,DP0517,20150.0
2025-02-05,DP1602,5612.5
2025-02-06,DP0117,48787.5
2025-02-06,DP0517,43312.5
2025-02-06,DP1602,2187.5
2025-02-07,DP0117,40187.5
2025-02-07,DP0517,21437.5
2025-02-07,DP1602,4812.5
2025-02-08,DP0117,36750.0
2025-02-08,DP0517,31037.5
2025-02-08,DP1602,2187.5
2025-02-10,DP0117,11812.5
2025-02-10,DP0517,24937.5
2025-02-10,DP1602,2187.5
2025-02-11,DP0117,24062.5
2025-02-11,DP0517,10500.0
2025-02-12,DP0117,50250.0
2025-02-12,DP0517,37625.0
2025-02-12,DP1602,5250.0
2025-02-13,DP0117,75062.5
2025-02-13,DP0517,31500.0
2025-02-14,DP0117,53000.0
2025-02-14,DP0517,29312.5
2025-02-15,DP0117,30187.5
2025-02-15,DP0517,33687.5
2025-02-15,DP1602,10500.0
2025-02-16,DP1602,2625.0
2025-02-17,DP0117,74937.5
2025-02-17,DP0517,46375.0
2025-02-17,DP1602,5250.0
2025-02-18,DP0117,30625.0
2025-02-18,DP0517,35437.5
2025-02-18,DP1602,5687.5
2025-02-19,DP0117,27125.0
2025-02-19,DP0517,26687.5
2025-02-20,DP0117,20437.5
2025-02-20,DP0517,21875.0
2025-02-20,DP1602,2625.0
2025-02-21,DP0117,59375.0
2025-02-21,DP0517,28437.5
2025-02-21,DP1602,7875.0
2025-02-22,DP0117,31000.0
2025-02-22,DP0517,26250.0
2025-02-24,DP0117,54875.0
2025-02-24,DP0517,43312.5
2025-02-24,DP1602,5250.0
2025-02-25,DP0117,47225.0
2025-02-25,DP0517,34562.5
2025-02-25,DP1602,2625.0
2025-02-26,DP0117,59525.0
2025-02-26,DP0517,25375.0
2025-02-26,DP1602,1750.0
2025-02-27,DP0117,32750.0
2025-02-27,DP0517,20125.0
2025-02-27,DP1602,2187.5
2025-02-28,DP0117,24525.0
2025-02-28,DP0517,80937.5
2025-02-28,DP1602,1300.5
2025-03-01,DP0117,39850.0
2025-03-01,DP0517,75925.0
2025-03-01,DP1602,9625.0
2025-03-03,DP0117,55125.0
2025-03-03,DP0517,73412.5
2025-03-03,DP1602,7162.5
2025-03-04,DP0117,52950.0
2025-03-04,DP0517,47112.5
2025-03-04,DP1602,5112.5
2025-03-05,DP0117,29312.5
2025-03-05,DP0517,18425.0
2025-03-05,DP1602,4812.5
2025-03-06,DP0117,44875.0
2025-03-06,DP0517,49000.0
2025-03-06,DP1602,1312.5
2025-03-07,DP0117,20875.0
2025-03-07,DP0517,17062.5
2025-03-08,DP0117,44337.5
2025-03-08,DP0517,19250.0
2025-03-08,DP1602,7437.5
2025-03-10,DP0117,35000.0
2025-03-10,DP0517,32375.0
2025-03-10,DP1602,3937.5
2025-03-11,DP0117,28000.0
2025-03-11,DP0517,30625.0
2025-03-11,DP1602,5250.0
2025-03-12,DP0117,46875.0
2025-03-12,DP0517,27562.5
2025-03-13,DP0117,13762.5
2025-03-13,DP0517,27562.5
2025-03-14,DP0117,44125.0
2025-03-14,DP0517,20125.0
2025-03-15,DP0117,17500.0
2025-03-15,DP0517,28437.5
2025-03-15,DP1602,15750.0
2025-03-17,DP0117,15750.0
2025-03-17,DP0517,28000.0
2025-03-17,DP1602,4812.5
2025-03-18,DP0117,41812.5
2025-03-18,DP0517,24500.0
2025-03-18,DP1602,1750.0
2025-03-19,DP0117,42000.0
2025-03-19,DP0517,28437.5
2025-03-20,DP0117,17500.0
2025-03-20,DP0517,26250.0
2025-03-21,DP0117,37500.0
2025-03-21,DP0517,24062.5
2025-03-21,DP1602,10500.0
2025-03-22,DP0117,74837.5
2025-03-22,DP0517,30187.5
2025-03-22,DP1602,4812.5
2025-03-23,DP0517,3500.0
2025-03-24,DP0117,47437.5
2025-03-24,DP0517,31937.5
2025-03-24,DP1602,2187.5
2025-03-25,DP0117,34000.0
2025-03-25,DP0517,31062.5
2025-03-25,DP1602,13187.5
2025-03-26,DP0117,31437.5
2025-03-26,DP0517,24062.5
2025-03-26,DP1602,2187.5
2025-03-27,DP0117,17900.0
2025-03-27,DP0517,25375.0
2025-03-27,DP1602,1750.0
2025-03-28,DP0117,76062.5
2025-03-28,DP0517,24062.5
2025-03-28,DP1602,1312.5
2025-03-29,DP0117,43187.5
2025-03-29,DP0517,38937.5
2025-03-29,DP1602,437.5
2025-03-30,DP1602,11687.5
2025-03-31,DP0117,228937.5
2025-03-31,DP0517,84012.5
2025-03-31,DP1602,10500.0
2025-04-01,DP0117,99000.0
2025-04-01,DP0517,53750.0
2025-04-02,DP0117,35437.5
2025-04-02,DP0517,63025.0
2025-04-03,DP0117,63375.0
2025-04-03,DP0517,70837.5
2025-04-04,DP0117,69987.5
2025-04-04,DP0517,16187.5
2025-04-05,DP0117,18812.5
2025-04-05,DP0517,27562.5
2025-04-05,DP1602,2625.0
2025-04-06,DP1602,2625.0
2025-04-07,DP0117,21437.5
2025-04-07,DP0517,23187.5
2025-04-07,DP1602,5250.0
2025-04-08,DP0117,12687.5
2025-04-08,DP0517,18812.5
2025-04-08,DP1602,2625.0
2025-04-09,DP0117,46812.5
2025-04-09,DP0517,23625.0
2025-04-10,DP0117,53000.0
2025-04-10,DP0517,17062.5
2025-04-11,DP0117,14437.5
2025-04-11,DP0517,29750.0
2025-04-13,DP1602,2625.0
2025-04-14,DP0117,76437.5
2025-04-14,DP0517,32812.5
2025-04-14,DP1602,5250.0
2025-04-15,DP0117,79625.0
2025-04-15,DP0517,45937.5
2025-04-15,DP1602,6125.0
2025-04-16,DP0117,44187.5
2025-04-16,DP0517,24937.5
2025-04-17,DP0117,38125.0
2025-04-17,DP0517,36750.0
2025-04-17,DP1602,7875.0
2025-04-18,DP0117,55875.0
2025-04-18,DP0517,19687.5
2025-04-19,DP0117,32812.5
2025-04-19,DP0517,25375.0
2025-04-19,DP1602,2625.0
2025-04-21,DP0117,4375.0
2025-04-21,DP0517,19250.0
2025-04-21,DP1602,3937.5
2025-04-22,DP0117,6562.5
2025-04-22,DP0517,14875.0
2025-04-22,DP1602,7000.0
2025-04-23,DP0117,24062.5
2025-04-23,DP0517,28437.5
2025-04-24,DP0117,62750.0
2025-04-24,DP0517,34562.5
2025-04-25,DP0117,48312.5
2025-04-25,DP0517,22750.0
2025-04-26,DP0117,113812.5
2025-04-26,DP0517,30625.0
2025-04-26,DP1602,10500.0
2025-04-28,DP0117,55725.0
2025-04-28,DP0517,39812.5
2025-04-28,DP1602,7875.0
2025-04-29,DP0117,69250.0
2025-04-29,DP0517,27125.0
2025-04-29,DP1602,2625.0
2025-04-30,DP0117,241125.0
2025-04-30,DP0517,176750.0
2025-04-30,DP1602,4812.5
2025-05-02,DP0117,51250.0
2025-05-02,DP0517,48587.5
2025-05-02,DP1602,6900.0
2025-05-03,DP0517,52500.0
2025-05-03,DP1602,4375.0
2025-05-04,DP1602,437.5
2025-05-05,DP0117,111250.0
2025-05-05,DP0517,41187.5
2025-05-05,DP1602,9187.5
2025-05-06,DP0117,31925.0
2025-05-06,DP0517,46425.0
2025-05-07,DP0117,73450.0
2025-05-07,DP0517,80800.0
2025-05-07,DP1602,6612.5
2025-05-08,DP0117,31062.5
2025-05-08,DP0517,31062.5
2025-05-08,DP1602,2187.5
2025-05-09,DP0117,45000.0
2025-05-09,DP0517,23187.5
2025-05-10,DP0117,31937.5
2025-05-10,DP0517,32375.0
2025-05-10,DP1602,2187.5
2025-05-12,DP0117,1750.0
2025-05-12,DP0517,14000.0
2025-05-12,DP1602,4812.5
2025-05-13,DP0117,55625.0
2025-05-13,DP0517,41562.5
2025-05-13,DP1602,2187.5
2025-05-14,DP0117,6562.5
2025-05-14,DP0517,13562.5
2025-05-14,DP1602,4812.5
2025-05-15,DP0117,27125.0
2025-05-15,DP0517,38500.0
2025-05-15,DP1602,2187.5
2025-05-16,DP0117,23875.0
2025-05-16,DP0517,14437.5
2025-05-16,DP1602,11812.5
2025-05-17,DP0117,25812.5
2025-05-17,DP0517,31062.5
2025-05-19,DP0117,33375.0
2025-05-19,DP0517,11375.0
2025-05-20,DP0117,17937.5
2025-05-20,DP0517,33687.5
2025-05-21,DP0117,37262.5
2025-05-21,DP0517,24062.5
2025-05-21,DP1602,3500.0
2025-05-22,DP0117,20712.5
2025-05-22,DP0517,10500.0
2025-05-23,DP0117,81312.5
2025-05-23,DP0517,38937.5
2025-05-24,DP0117,15312.5
2025-05-24,DP0517,31500.0
2025-05-26,DP0117,15312.5
2025-05-26,DP0517,21875.0
2025-05-26,DP1602,7875.0
2025-05-27,DP0117,55812.5
2025-05-27,DP0517,35437.5
2025-05-27,DP1602,3062.5
2025-05-28,DP0117,74937.5
2025-05-28,DP0517,21875.0
2025-05-28,DP1602,2625.0
2025-05-29,DP0117,28437.5
2025-05-29,DP0517,29750.0
2025-05-29,DP1602,875.0
2025-05-30,DP0117,26637.5
2025-05-30,DP0517,7437.5
2025-05-31,DP0117,199475.0
2025-05-31,DP0517,100625.0
2025-05-31,DP1602,3062.5
2025-06-02,DP0117,66650.0
2025-06-02,DP0517,84512.5
2025-06-02,DP1602,10937.5
2025-06-03,DP0117,80500.0
2025-06-03,DP0517,49137.5
2025-06-03,DP1602,5125.0
2025-06-04,DP0117,37625.0
2025-06-04,DP0517,29750.0
2025-06-04,DP1602,4812.5
2025-06-05,DP0117,66000.0
2025-06-05,DP0517,7875.0
2025-06-07,DP0117,82037.5
2025-06-07,DP0517,52500.0
2025-06-07,DP1602,10500.0
2025-06-09,DP0117,25375.0
2025-06-09,DP0517,10500.0
2025-06-09,DP1602,2625.0
2025-06-10,DP0117,88750.0
2025-06-10,DP0517,35000.0
2025-06-10,DP1602,4812.5
2025-06-11,DP0117,41787.5
2025-06-11,DP0517,40687.5
2025-06-11,DP1602,2187.5
2025-06-12,DP0117,54500.0
2025-06-12,DP0517,46375.0
2025-06-12,DP1602,7875.0
2025-06-13,DP0117,60637.5
2025-06-13,DP0517,21875.0
2025-06-14,DP0117,56000.0
2025-06-14,DP0517,28000.0
2025-06-16,DP0117,41125.0
2025-06-16,DP0517,24500.0
2025-06-17,DP0117,62125.0
2025-06-17,DP0517,21437.5
2025-06-18,DP0117,43987.5
2025-06-18,DP0517,48125.0
2025-06-18,DP1602,2625.0
2025-06-19,DP0117,10062.5
2025-06-19,DP0517,12687.5
2025-06-19,DP1602,7875.0
2025-06-20,DP0117,53687.5
2025-06-20,DP0517,26250.0
2025-06-20,DP1602,2625.0
2025-06-21,DP0117,20562.5
2025-06-21,DP0517,18812.5
2025-06-21,DP1602,2625.0
2025-06-23,DP0117,25500.0
2025-06-23,DP0517,19250.0
2025-06-24,DP0117,33937.5
2025-06-24,DP0517,48562.5
2025-06-24,DP1602,10062.5
2025-06-25,DP0117,41375.0
2025-06-25,DP0517,26687.5
2025-06-25,DP1602,2187.5
2025-06-26,DP0117,76937.5
2025-06-26,DP0517,37187.5
2025-06-26,DP1602,1312.5
2025-06-27,DP0117,14437.5
2025-06-27,DP0517,23187.5
2025-06-28,DP0117,13125.0
2025-06-28,DP0517,29312.5
2025-06-28,DP1602,2187.5
2025-06-29,DP0117,291000.0
2025-06-29,DP0517,147000.0
2025-06-29,DP1602,21000.0
2025-06-30,DP0117,62437.5
2025-06-30,DP0517,38937.5
2025-06-30,DP1602,7137.5
2025-07-01,DP0117,65000.0
2025-07-01,DP0517,23287.5
2025-07-01,DP1602,312.5
2025-07-02,DP0117,49500.0
2025-07-02,DP0517,81425.0
2025-07-02,DP1602,6137.5
2025-07-03,DP0117,64250.0
2025-07-03,DP0517,40387.5
2025-07-04,DP0117,55812.5
2025-07-04,DP0517,28437.5
2025-07-05,DP0117,31125.0
2025-07-05,DP0517,35875.0
2025-07-05,DP1602,4812.5
2025-07-07,DP0117,46062.5
2025-07-07,DP0517,35875.0
2025-07-07,DP1602,2187.5
2025-07-08,DP0117,43750.0
2025-07-08,DP0517,21825.0
2025-07-08,DP1602,4812.5
2025-07-09,DP0117,44750.0
2025-07-09,DP0517,34562.5
2025-07-09,DP1602,2187.5
2025-07-10,DP0117,32625.0
2025-07-10,DP0517,28875.0
2025-07-10,DP1602,2625.0
2025-07-11,DP0117,23750.0
2025-07-11,DP0517,23187.5
2025-07-11,DP1602,4812.5
2025-07-12,DP0117,66400.0
2025-07-12,DP0517,28875.0
2025-07-14,DP0117,36750.0
2025-07-14,DP0517,36312.5
2025-07-14,DP1602,9625.0
2025-07-15,DP0117,72562.5
2025-07-15,DP0517,24062.5
2025-07-15,DP1602,2187.5
2025-07-16,DP0117,41125.0
2025-07-16,DP0517,29312.5
2025-07-16,DP1602,7437.5
2025-07-17,DP0117,26937.5
2025-07-17,DP0517,27562.5
2025-07-17,DP1602,2187.5
2025-07-18,DP0117,44212.5
2025-07-18,DP0517,21875.0
2025-07-19,DP0117,14437.5
2025-07-19,DP0517,24937.5
2025-07-19,DP1602,4812.5
2025-07-21,DP0117,29687.5
2025-07-21,DP0517,33687.5
2025-07-21,DP1602,2187.5
2025-07-22,DP0117,10500.0
2025-07-22,DP0517,24937.5
2025-07-22,DP1602,4812.5
2025-07-23,DP0117,59875.0
2025-07-23,DP0517,31062.5
2025-07-23,DP1602,2187.5
2025-07-24,DP0117,12687.5
2025-07-24,DP0517,29750.0
2025-07-24,DP1602,5687.5
2025-07-25,DP0117,30687.5
2025-07-25,DP0517,21875.0
2025-07-25,DP1602,2187.5
2025-07-26,DP0117,16187.5
2025-07-26,DP0517,27562.5
2025-07-26,DP1602,2187.5
2025-07-27,DP0117,137000.0
2025-07-27,DP0517,147000.0
2025-07-28,DP0117,20125.0
2025-07-28,DP0517,18375.0
2025-07-28,DP1602,7437.5
2025-07-29,DP0117,52687.5
2025-07-29,DP0517,41125.0
2025-07-29,DP1602,2187.5
2025-07-30,DP0117,14000.0
2025-07-30,DP0517,32812.5
2025-07-30,DP1602,4812.5
2025-07-31,DP0117,38187.5
2025-07-31,DP0517,36312.5
2025-07-31,DP1602,9187.5
2025-08-01,DP0117,10500.0
2025-08-01,DP0517,10512.5
2025-08-01,DP1602,5250.0
2025-08-02,DP0117,43750.0
2025-08-02,DP0517,69875.0
2025-08-02,DP1602,18250.0
2025-08-04,DP0117,49875.0
2025-08-04,DP0517,64725.0
2025-08-04,DP1602,18812.5
2025-08-05,DP0117,21000.0
2025-08-05,DP0517,21037.5
2025-08-05,DP1602,4375.0
2025-08-06,DP0117,55562.5
2025-08-06,DP0517,48125.0
2025-08-07,DP0117,13562.5
2025-08-07,DP0517,32812.5
2025-08-08,DP0117,19250.0
2025-08-08,DP0517,21000.0
2025-08-09,DP0117,13187.5
2025-08-09,DP0517,10937.5
2025-08-11,DP0117,19187.5
2025-08-11,DP0517,21000.0
2025-08-12,DP0117,47250.0
2025-08-12,DP0517,42000.0
2025-08-13,DP0117,32812.5
2025-08-13,DP0517,10937.5
2025-08-13,DP1602,7000.0
2025-08-14,DP0117,55500.0
2025-08-14,DP0517,34562.5
2025-08-14,DP1602,7437.5
2025-08-15,DP0117,45062.5
2025-08-15,DP0517,30625.0
2025-08-16,DP0117,19250.0
2025-08-16,DP0517,38500.0
2025-08-17,DP0117,424000.0
2025-08-17,DP0517,210000.0
2025-08-17,DP1602,28000.0
2025-08-18,DP0117,13562.5
2025-08-18,DP0517,27125.0
2025-08-18,DP1602,2187.5
2025-08-19,DP0117,37625.0
2025-08-19,DP0517,21000.0
2025-08-19,DP1602,4812.5
2025-08-20,DP0117,59937.5
2025-08-20,DP0517,21000.0
2025-08-20,DP1602,1312.5
2025-08-21,DP0117,22312.5
2025-08-21,DP1602,14625.0
2025-08-22,DP0117,26075.0
2025-08-22,DP0517,14000.0
2025-08-23,DP0117,61312.5
2025-08-23,DP0517,14000.0
2025-08-24,DP0117,22812.5
2025-08-24,DP0517,25375.0
2025-08-25,DP0117,40250.0
2025-08-25,DP0517,40250.0
2025-08-25,DP1602,5250.0
2025-08-26,DP0117,38750.0
2025-08-26,DP0517,33687.5
2025-08-26,DP1602,2187.5
2025-08-27,DP0117,24750.0
2025-08-27,DP0517,27125.0
2025-08-28,DP0117,53062.5
2025-08-28,DP0517,49437.5
2025-08-28,DP1602,9625.0
2025-08-29,DP0117,15312.5
2025-08-29,DP0517,25375.0
2025-08-29,DP1602,2625.0
2025-08-30,DP0117,22312.5
2025-08-30,DP0517,12250.0
2025-08-31,DP0117,46562.5
2025-08-31,DP0517,25387.5
2025-09-01,DP0117,94012.5
2025-09-01,DP0517,89475.0
2025-09-02,DP0117,33250.0
2025-09-02,DP0517,37637.5
2025-09-02,DP1602,6125.0
2025-09-03,DP0117,67012.5
2025-09-03,DP0517,69025.0
2025-09-04,DP0117,25275.0
2025-09-04,DP0517,41562.5
2025-09-04,DP1602,4375.0
2025-09-05,DP0117,118937.5
2025-09-05,DP0517,80250.0
2025-09-05,DP1602,15312.5
2025-09-06,DP0117,107262.5
2025-09-06,DP0517,74500.0
2025-09-06,DP1602,16625.0
2025-09-08,DP0117,103062.5
2025-09-08,DP0517,66662.5
2025-09-09,DP0117,49687.5
2025-09-09,DP0517,53812.5
2025-09-10,DP0117,47312.5
2025-09-10,DP0517,17937.5
2025-09-10,DP1602,14875.0
2025-09-11,DP0117,47250.0
2025-09-11,DP0517,42437.5
2025-09-11,DP1602,2187.5
2025-09-12,DP0117,44687.5
2025-09-12,DP0517,10937.5
2025-09-12,DP1602,5250.0
2025-09-13,DP0117,63562.5
2025-09-13,DP0517,26562.5
2025-09-13,DP1602,10500.0
2025-09-14,DP0117,6562.5
2025-09-14,DP0517,28875.0
2025-09-15,DP0117,83687.5
2025-09-15,DP0517,35000.0
2025-09-15,DP1602,4812.5
2025-09-16,DP0117,29437.5
2025-09-16,DP0517,53375.0
2025-09-16,DP1602,4812.5
2025-09-17,DP0117,25200.0
2025-09-17,DP0517,37050.0
2025-09-17,DP1602,1750.0
2025-09-18,DP0117,27562.5
2025-09-18,DP0517,26687.5
2025-09-19,DP0117,24225.0
2025-09-19,DP0517,39812.5
2025-09-20,DP0117,18375.0
2025-09-20,DP0517,37187.5
2025-09-21,DP1602,2625.0
2025-09-22,DP0117,50812.5
2025-09-22,DP0517,40650.0
2025-09-22,DP1602,4812.5
2025-09-23,DP0117,42437.5
2025-09-23,DP0517,28962.5
2025-09-24,DP0117,20012.5
2025-09-24,DP0517,21437.5
2025-09-24,DP1602,7000.0
2025-09-25,DP0117,37187.5
2025-09-25,DP0517,26862.5
2025-09-25,DP1602,5250.0
2025-09-26,DP0117,8750.0
2025-09-26,DP0517,20562.5
2025-09-26,DP1602,1312.5
2025-09-27,DP0117,457875.0
2025-09-27,DP0517,283500.0
2025-09-27,DP1602,48125.0
2025-09-28,DP0117,78375.0
2025-09-28,DP0517,22750.0
2025-09-29,DP0117,20125.0
2025-09-29,DP0517,35875.0
2025-09-30,DP0117,34562.5
2025-09-30,DP0517,35000.0
2025-10-01,DP0117,47262.5
2025-10-01,DP0517,41237.5
2025-10-01,DP1602,33250.0
2025-10-02,DP0117,12.5
2025-10-02,DP0517,8325.0
2025-10-02,DP1602,6125.0
2025-10-03,DP0117,38500.0
2025-10-03,DP0517,42100.0
2025-10-03,DP1602,16637.5
2025-10-04,DP0117,28025.0
2025-10-04,DP0517,49762.5
2025-10-06,DP0117,122425.0
2025-10-06,DP0517,92225.0
2025-10-07,DP0117,85362.5
2025-10-07,DP0517,76662.5
2025-10-07,DP1602,27125.0
2025-10-08,DP0117,62012.5
2025-10-08,DP0517,65675.0
2025-10-09,DP0117,81712.5
2025-10-09,DP0517,79750.0
2025-10-09,DP1602,7000.0
2025-10-10,DP0117,32812.5
2025-10-10,DP0517,15312.5
2025-10-10,DP1602,10500.0
2025-10-12,DP0117,54312.5
2025-10-12,DP0517,21000.0
2025-10-12,DP1602,24062.5
2025-10-13,DP0117,21000.0
2025-10-13,DP0517,58187.5
2025-10-14,DP0117,20562.5
2025-10-14,DP0517,32375.0
2025-10-15,DP0117,46450.0
2025-10-15,DP0517,31487.5
2025-10-16,DP0117,43375.0
2025-10-16,DP0517,32812.5
2025-10-16,DP1602,6562.5
2025-10-17,DP0117,30000.0
2025-10-17,DP0517,28437.5
2025-10-17,DP1602,18375.0
2025-10-18,DP0117,40750.0
2025-10-18,DP0517,31500.0
2025-10-18,DP1602,2625.0
2025-10-20,DP0117,28437.5
2025-10-20,DP0517,42437.5
2025-10-21,DP0117,16187.5
2025-10-21,DP0517,10500.0
2025-10-22,DP0117,10500.0
2025-10-22,DP0517,25375.0
2025-10-22,DP1602,7000.0
2025-10-23,DP0117,42062.5
2025-10-23,DP0517,33675.0
2025-10-23,DP1602,3300.0
2025-10-24,DP0117,39375.0
2025-10-24,DP0517,12250.0
2025-10-25,DP0117,17500.0
2025-10-25,DP0517,20375.0
2025-10-26,DP0117,353675.0
2025-10-26,DP0517,227500.0
2025-10-26,DP1602,35437.5
2025-10-27,DP0117,15937.5
2025-10-27,DP0517,10062.5
2025-10-28,DP0117,22312.5
2025-10-28,DP0517,26437.5
2025-10-28,DP1602,2625.0
2025-10-29,DP0117,43125.0
2025-10-29,DP0517,38762.5
2025-10-30,DP0117,39650.0
2025-10-30,DP0517,25812.5
2025-10-30,DP1608,5250.0
2025-10-31,DP0117,32625.0
2025-10-31,DP0517,27325.5
2025-10-31,DP1608,5687.5
2025-11-01,DP0117,214812.5
2025-11-01,DP0517,171500.0
2025-11-01,DP1608,13562.5
2025-11-03,DP0117,73525.0
2025-11-03,DP0517,75312.5
2025-11-03,DP1608,2625.0
2025-11-04,DP0117,42012.5
2025-11-04,DP0517,42350.0
2025-11-04,DP1608,7000.0
2025-11-05,DP0117,62150.0
2025-11-05,DP0517,76975.0
2025-11-05,DP1608,6562.5
2025-11-06,DP0117,23625.0
2025-11-06,DP0517,11475.0
2025-11-06,DP1608,8312.5
2025-11-07,DP0117,28562.5
2025-11-07,DP0517,35000.0
2025-11-08,DP0117,24937.5
2025-11-08,DP0517,42575.0
2025-11-08,DP1608,3062.5
2025-11-10,DP0117,83375.0
2025-11-10,DP0517,56000.0
2025-11-11,DP0117,78562.5
2025-11-11,DP0517,10887.5
2025-11-12,DP0117,13125.0
2025-11-12,DP0517,29637.5
2025-11-13,DP0117,12250.0
2025-11-13,DP0517,23625.0
2025-11-13,DP1602,10500.0
2025-11-14,DP0117,29312.5
2025-11-14,DP0517,32187.5
2025-11-14,DP1602,4812.5
2025-11-15,DP0117,17500.0
2025-11-15,DP0517,10500.0
2025-11-15,DP1602,7437.5
2025-11-17,DP0117,31062.5
2025-11-17,DP0517,32512.5
2025-11-18,DP0117,53250.0
2025-11-18,DP0517,31500.0
2025-11-19,DP0117,31500.0
2025-11-19,DP0517,21287.5
2025-11-20,DP0117,20562.5
2025-11-20,DP0517,14000.0
2025-11-21,DP0117,1312.5
2025-11-21,DP0517,6912.5
2025-11-21,DP1608,5250.0
2025-11-22,DP0517,23525.0
2025-11-22,DP1608,13562.5
2025-11-23,DP0117,2187.5
2025-11-24,DP0117,14875.0
2025-11-24,DP0517,33875.0
2025-11-25,DP0117,10937.5
2025-11-25,DP0517,10500.0
2025-11-26,DP0117,60812.5
2025-11-26,DP0517,24875.0
2025-11-27,DP0117,38062.5
2025-11-27,DP0517,13125.0
2025-11-28,DP0117,71562.5
2025-11-28,DP0517,38937.5
2025-11-29,DP0117,79437.5
2025-11-29,DP0517,42000.0
2025-11-29,DP1608,2625.0
2025-11-30,DP0117,37337.5
2025-12-01,DP0117,45550.0
2025-12-01,DP0517,21950.0
2025-12-02,DP0117,73762.5
2025-12-02,DP0517,42025.0
2025-12-02,DP1608,5250.0
2025-12-03,DP0117,44637.5
2025-12-03,DP0517,42100.0
2025-12-04,DP0117,70875.0
2025-12-04,DP0517,48825.0
2025-12-04,DP1608,6562.5
2025-12-05,DP0117,15312.5
2025-12-05,DP0517,25000.0
2025-12-06,DP0117,63875.0
2025-12-06,DP0517,24950.0
2025-12-06,DP1608,2187.5
2025-12-07,DP0117,10500.0
2025-12-08,DP0117,44625.0
2025-12-08,DP0517,59500.0
2025-12-08,DP1608,2187.5
2025-12-09,DP0117,2187.5
2025-12-09,DP0517,462.5
2025-12-09,DP1608,2187.5
2025-12-10,DP0117,22312.5
2025-12-10,DP0517,10500.0
2025-12-11,DP0117,54687.5
2025-12-11,DP0517,29412.5
2025-12-11,DP1602,5250.0
2025-12-12,DP0117,31062.5
2025-12-12,DP0517,24200.0
2025-12-13,DP0117,35875.0
2025-12-13,DP0517,28000.0
2025-12-13,DP1602,3100.0
2025-12-14,DP0117,2187.5
2025-12-14,DP0517,437.5
2025-12-15,DP0117,38500.0
2025-12-15,DP0517,39375.0
2025-12-15,DP1602,2625.0
2025-12-16,DP0117,45437.5
2025-12-16,DP0517,31300.0
2025-12-16,DP1602,2625.0
2025-12-17,DP0117,36750.0
2025-12-17,DP0517,21000.0
2025-12-17,DP1602,1312.5
2025-12-18,DP0117,18812.5
2025-12-18,DP0517,10500.0
2025-12-19,DP0117,17062.5
2025-12-19,DP0517,21362.5
2025-12-19,DP1602,2187.5
2025-12-20,DP0117,42000.0
2025-12-20,DP0517,34075.0
2025-12-20,DP1602,1312.5
2025-12-22,DP0117,13562.5
2025-12-22,DP0517,10500.0
2025-12-22,DP1602,2625.0
2025-12-23,DP0117,29375.0
2025-12-23,DP0517,25287.5
2025-12-24,DP0117,21875.0
